student_id,topic_id,subtopic_id,question_id,question_level,marked,question_level_code
11109,298,630,6525,evaluate,1,5
11109,298,630,6526,evaluate,0,5
11109,298,630,6527,evaluate,1,5
11109,298,630,6528,evaluate,1,5
11109,298,630,6529,evaluate,0,5
11109,298,630,6530,understand,0,2
11109,298,630,6531,evaluate,1,5
11109,298,630,6532,evaluate,0,5
11111,288,574,5773,remember,1,1
11111,288,574,5774,understand,1,2
11111,288,574,5775,evaluate,1,5
11111,288,574,5776,evaluate,1,5
11111,288,574,5777,understand,1,2
11111,288,574,5778,understand,1,2
11111,288,574,5779,remember,1,1
11111,288,574,5780,understand,0,2
11111,288,574,5781,evaluate,1,5
11111,288,574,5782,evaluate,1,5
11111,288,574,5863,understand,1,2
11127,288,574,5773,remember,1,1
11127,288,574,5774,understand,1,2
11127,288,574,5775,evaluate,0,5
11127,288,574,5776,evaluate,1,5
11127,288,574,5777,understand,0,2
11127,288,574,5778,understand,0,2
11127,288,574,5779,remember,1,1
11127,288,574,5780,understand,0,2
11127,290,582,6182,evaluate,0,5
11127,290,582,6183,evaluate,0,5
11127,290,582,6184,evaluate,1,5
11127,290,582,6185,evaluate,0,5
11127,290,582,6186,evaluate,1,5
11127,290,582,6187,evaluate,0,5
11127,296,615,6415,evaluate,1,5
11127,296,615,6416,evaluate,1,5
11127,296,615,6417,evaluate,1,5
11127,296,615,6418,evaluate,0,5
11127,296,615,6419,evaluate,0,5
11127,296,615,6420,evaluate,0,5
11127,296,615,6421,evaluate,1,5
11128,288,574,5773,remember,1,1
11128,288,574,5774,understand,1,2
11128,288,574,5775,evaluate,1,5
11128,288,574,5776,evaluate,1,5
11128,288,574,5777,understand,1,2
11128,288,574,5778,understand,1,2
11128,288,574,5779,remember,1,1
11128,288,574,5780,understand,0,2
11138,288,574,5773,remember,1,1
11138,288,574,5774,understand,1,2
11138,288,574,5775,evaluate,0,5
11138,288,574,5776,evaluate,1,5
11138,288,574,5777,understand,1,2
11138,288,574,5778,understand,1,2
11138,288,574,5779,remember,1,1
11138,288,574,5780,understand,1,2
11138,288,574,5781,evaluate,1,5
11138,288,574,5782,evaluate,1,5
11138,288,574,5863,understand,1,2
11143,288,578,5824,evaluate,1,5
11143,288,578,5825,evaluate,1,5
11143,288,578,5826,evaluate,1,5
11143,288,578,5827,evaluate,1,5
11143,288,578,5828,evaluate,1,5
11143,288,578,5829,evaluate,1,5
11143,288,579,5843,analyze,0,4
11143,288,579,5844,analyze,1,4
11143,288,579,5845,analyze,0,4
11143,288,579,5846,analyze,1,4
11143,288,579,5847,analyze,1,4
11143,288,579,5848,analyze,1,4
11143,288,579,5849,analyze,0,4
11143,288,579,5850,analyze,1,4
11643,288,574,5773,remember,1,1
11643,288,574,5774,understand,0,2
11643,288,574,5775,evaluate,1,5
11643,288,574,5776,evaluate,1,5
11643,288,574,5777,understand,1,2
11643,288,574,5778,understand,1,2
11643,288,574,5779,remember,1,1
11643,288,574,5780,understand,1,2
11643,288,574,5781,evaluate,1,5
11643,288,574,5782,evaluate,1,5
11643,288,574,5863,understand,1,2
11643,288,575,5783,understand,0,2
11643,288,575,5784,understand,1,2
11643,288,575,5785,understand,0,2
11643,288,575,5786,understand,1,2
11643,288,575,5787,understand,0,2
11643,288,575,5788,remember,0,1
11643,288,575,5789,remember,1,1
11643,288,575,5790,remember,0,1
11643,288,575,5791,remember,0,1
11643,288,576,5801,evaluate,0,5
11643,288,576,5803,evaluate,0,5
11643,288,576,5804,evaluate,0,5
11643,288,576,5805,evaluate,0,5
11643,288,576,5806,evaluate,0,5
11643,288,576,5807,evaluate,0,5
11643,288,576,5808,evaluate,0,5
11643,288,576,5809,evaluate,0,5
11643,288,576,5810,evaluate,0,5
11643,288,576,5811,understand,0,2
11643,288,576,5812,understand,0,2
11643,288,576,5813,evaluate,0,5
11643,288,576,5814,evaluate,1,5
11643,288,577,5818,evaluate,0,5
11643,288,577,5819,evaluate,0,5
11643,288,577,5820,evaluate,0,5
11643,288,577,5821,evaluate,0,5
11643,288,577,5822,evaluate,0,5
11643,288,577,5823,evaluate,0,5
11643,288,578,5824,evaluate,1,5
11643,288,578,5825,evaluate,1,5
11643,288,578,5826,evaluate,0,5
11643,288,578,5827,evaluate,0,5
11643,288,578,5828,evaluate,0,5
11643,288,578,5829,evaluate,0,5
11643,288,578,5830,evaluate,1,5
11643,288,578,5831,evaluate,1,5
11643,288,578,5832,evaluate,0,5
11643,288,578,5833,evaluate,1,5
11643,288,578,5834,evaluate,1,5
11643,288,578,5835,evaluate,1,5
11643,288,578,5836,evaluate,0,5
11643,288,578,5837,apply,0,3
11643,288,578,5838,evaluate,0,5
11643,288,578,5839,evaluate,0,5
11643,288,578,5840,evaluate,1,5
11643,288,578,5841,analyze,0,4
11643,288,578,5842,evaluate,0,5
11643,288,579,5843,analyze,1,4
11643,288,579,5844,analyze,0,4
11643,288,579,5845,analyze,1,4
11643,288,579,5846,analyze,1,4
11643,288,579,5847,analyze,1,4
11643,288,579,5848,analyze,0,4
11643,288,579,5849,analyze,1,4
11643,288,579,5850,analyze,0,4
11643,288,579,5851,analyze,1,4
11643,288,579,5852,analyze,1,4
11643,293,602,6319,evaluate,0,5
11643,293,602,6320,evaluate,0,5
11643,293,602,6321,evaluate,0,5
11643,293,602,6322,evaluate,0,5
11643,293,602,6323,evaluate,0,5
11643,293,602,6324,evaluate,1,5
11643,293,602,6325,evaluate,1,5
11645,288,574,5773,remember,1,1
11645,288,574,5774,understand,1,2
11645,288,574,5775,evaluate,1,5
11645,288,574,5776,evaluate,1,5
11645,288,574,5777,understand,0,2
11645,288,574,5778,understand,0,2
11645,288,574,5779,remember,0,1
11646,288,574,5773,remember,1,1
11646,288,574,5774,understand,1,2
11646,288,574,5775,evaluate,1,5
11646,288,574,5776,evaluate,0,5
11646,288,574,5777,understand,1,2
11646,288,574,5778,understand,1,2
11646,288,574,5779,remember,1,1
11646,288,574,5780,understand,1,2
11646,288,574,5781,evaluate,1,5
11646,288,574,5782,evaluate,1,5
11646,288,574,5863,understand,1,2
11646,290,582,6182,evaluate,1,5
11646,290,582,6183,evaluate,1,5
11646,290,582,6184,evaluate,1,5
11646,290,582,6185,evaluate,1,5
11646,290,582,6186,evaluate,1,5
11646,290,582,6187,evaluate,0,5
11646,290,582,6188,evaluate,1,5
11646,290,582,6189,evaluate,1,5
11646,290,582,6190,evaluate,1,5
11646,290,582,6191,evaluate,1,5
11646,290,582,6192,evaluate,1,5
11646,290,582,6193,evaluate,1,5
11646,291,589,6244,evaluate,0,5
11646,291,589,6245,evaluate,1,5
11646,291,589,6246,evaluate,1,5
11646,291,589,6247,evaluate,1,5
11646,291,589,6248,evaluate,1,5
11646,291,589,6249,evaluate,1,5
11646,291,589,6250,evaluate,1,5
11646,291,589,6251,apply,1,3
11646,291,589,6252,apply,1,3
11646,291,589,6253,apply,1,3
11646,295,610,6377,remember,1,1
11646,295,610,6378,remember,1,1
11646,295,610,6379,remember,1,1
11646,295,610,6380,remember,1,1
11646,295,610,6381,remember,1,1
11646,295,610,6382,remember,0,1
11646,295,610,6383,remember,1,1
11646,295,610,6384,remember,0,1
11646,295,610,6385,evaluate,1,5
11646,295,610,6386,evaluate,0,5
11646,295,610,6387,evaluate,0,5
11646,295,610,6388,evaluate,0,5
11646,295,610,6389,evaluate,1,5
11657,288,574,5773,remember,1,1
11657,288,574,5774,understand,1,2
11657,288,574,5775,evaluate,1,5
11657,288,574,5776,evaluate,1,5
11657,288,574,5777,understand,1,2
11657,288,574,5778,understand,1,2
11657,288,574,5779,remember,1,1
11657,288,574,5780,understand,0,2
11657,288,574,5781,evaluate,0,5
11657,288,574,5782,evaluate,1,5
11657,288,574,5863,understand,1,2
11657,288,574,6710,remember,1,1
11657,294,604,6332,evaluate,0,5
11657,294,604,6333,evaluate,1,5
11657,294,604,6334,evaluate,1,5
11657,294,604,6335,evaluate,0,5
11657,294,604,6336,evaluate,1,5
11657,294,604,6338,evaluate,0,5
11657,294,604,6339,apply,0,3
11671,288,574,5773,remember,1,1
11671,288,574,5774,understand,0,2
11671,288,574,5775,evaluate,0,5
11671,288,574,5776,evaluate,0,5
11671,288,574,5777,understand,0,2
11671,288,574,5778,understand,1,2
11671,288,574,5779,remember,0,1
11671,288,574,5780,understand,0,2
11671,288,575,5783,understand,1,2
11671,288,575,5784,understand,1,2
11671,288,575,5785,understand,0,2
11671,288,575,5786,understand,1,2
11671,288,575,5787,understand,1,2
11671,288,575,5788,remember,1,1
11671,288,575,5789,remember,1,1
11671,288,575,5790,remember,1,1
11671,288,575,5791,remember,1,1
11671,288,575,5792,remember,0,1
11671,288,575,5793,understand,1,2
11671,288,575,5794,evaluate,1,5
11671,288,575,5795,analyze,1,4
11671,288,575,5796,remember,1,1
11671,288,575,5797,apply,0,3
11671,288,575,5798,remember,1,1
11673,288,574,5773,remember,1,1
11673,288,574,5774,understand,1,2
11673,288,574,5775,evaluate,0,5
11673,288,574,5776,evaluate,1,5
11673,288,574,5777,understand,1,2
11673,288,574,5778,understand,0,2
11673,288,574,5779,remember,0,1
11673,288,574,5780,understand,1,2
11673,288,574,5781,evaluate,1,5
11673,288,574,5782,evaluate,1,5
11673,288,574,5863,understand,1,2
11673,290,582,6182,evaluate,1,5
11673,290,582,6183,evaluate,0,5
11673,290,582,6184,evaluate,0,5
11673,290,582,6185,evaluate,1,5
11673,290,582,6186,evaluate,1,5
11673,290,582,6187,evaluate,0,5
11673,290,582,6188,evaluate,0,5
11673,290,582,6189,evaluate,0,5
11673,290,582,6190,evaluate,1,5
11673,290,582,6191,evaluate,1,5
11673,290,582,6192,evaluate,0,5
11673,290,582,6193,evaluate,0,5
11674,288,574,5773,remember,1,1
11674,288,574,5774,understand,1,2
11674,288,574,5775,evaluate,0,5
11674,288,574,5776,evaluate,0,5
11674,288,574,5777,understand,0,2
11674,288,574,5778,understand,1,2
11674,288,574,5779,remember,0,1
11674,288,574,5780,understand,0,2
11674,288,574,5781,evaluate,0,5
11674,288,574,5782,evaluate,0,5
11674,288,574,5863,understand,1,2
11675,186,360,5773,remember,1,1
11675,186,360,5774,understand,1,2
11675,186,360,5775,evaluate,1,5
11675,186,360,5776,evaluate,1,5
11675,186,360,5777,understand,0,2
11675,186,360,5778,understand,1,2
11675,186,360,5779,remember,0,1
11675,186,360,5780,understand,0,2
11675,186,360,5781,evaluate,0,5
11675,186,360,5782,evaluate,1,5
11675,186,360,5863,understand,1,2
11675,288,575,5783,understand,0,2
11675,288,575,5784,understand,0,2
11675,288,575,5785,understand,0,2
11675,288,575,5786,understand,0,2
11675,288,575,5787,understand,0,2
11675,288,575,5788,remember,0,1
11675,288,575,5789,remember,0,1
11675,288,575,5790,remember,0,1
11675,288,575,5791,remember,0,1
11675,288,575,5792,remember,0,1
11675,288,575,5793,understand,0,2
11675,288,575,5794,evaluate,0,5
11675,288,575,5795,analyze,0,4
11675,288,575,5796,remember,0,1
11675,288,575,5797,apply,0,3
11675,288,575,5798,remember,1,1
11675,288,575,5799,evaluate,1,5
11675,288,575,5800,remember,0,1
11675,288,575,5802,evaluate,1,5
11676,288,574,5773,remember,1,1
11676,288,574,5774,understand,0,2
11676,288,574,5775,evaluate,0,5
11676,288,574,5776,evaluate,0,5
11676,288,574,5777,understand,0,2
11676,288,574,5778,understand,0,2
11676,288,574,5779,remember,0,1
11676,288,574,5780,understand,0,2
11676,288,574,5781,evaluate,0,5
11676,288,574,5782,evaluate,0,5
11676,288,574,5863,understand,0,2
11676,290,582,6182,evaluate,0,5
11676,290,582,6183,evaluate,1,5
11676,290,582,6184,evaluate,1,5
11676,290,582,6185,evaluate,0,5
11676,290,582,6186,evaluate,1,5
11676,291,589,6244,evaluate,0,5
11676,291,589,6245,evaluate,1,5
11676,291,589,6246,evaluate,0,5
11676,291,589,6247,evaluate,1,5
11676,291,589,6248,evaluate,0,5
11676,291,589,6249,evaluate,0,5
11676,291,589,6250,evaluate,0,5
11676,291,589,6251,apply,0,3
11676,291,589,6252,apply,0,3
11676,291,589,6253,apply,0,3
11676,291,591,6259,evaluate,0,5
11676,291,591,6260,evaluate,0,5
11676,291,591,6261,evaluate,0,5
11676,291,591,6262,evaluate,0,5
11676,291,591,6263,understand,0,2
11676,291,591,6264,understand,0,2
11676,291,591,6265,apply,0,3
11676,291,591,6267,evaluate,1,5
11676,291,591,6268,evaluate,0,5
11676,291,591,6269,evaluate,1,5
11682,288,574,5773,remember,1,1
11682,288,574,5774,understand,1,2
11682,288,574,5775,evaluate,0,5
11682,288,574,5776,evaluate,0,5
11682,288,574,5777,understand,0,2
11684,288,574,5773,remember,1,1
11684,288,574,5774,understand,1,2
11684,288,574,5775,evaluate,1,5
11684,288,574,5776,evaluate,1,5
11684,288,574,5777,understand,1,2
11684,288,574,5778,understand,0,2
11684,288,574,5779,remember,1,1
11684,288,574,5780,understand,1,2
11684,288,574,5781,evaluate,1,5
11684,288,574,5782,evaluate,0,5
11684,288,574,5863,understand,1,2
11684,290,582,6182,evaluate,1,5
11684,290,582,6183,evaluate,1,5
11684,290,582,6184,evaluate,0,5
11684,290,582,6185,evaluate,1,5
11684,290,582,6186,evaluate,0,5
11684,290,582,6187,evaluate,0,5
11684,290,582,6188,evaluate,1,5
11684,290,582,6189,evaluate,1,5
11684,290,582,6190,evaluate,1,5
11684,290,582,6191,evaluate,1,5
11684,290,582,6192,evaluate,0,5
11684,290,582,6193,evaluate,1,5
11685,288,574,5773,remember,1,1
11685,288,574,5774,understand,1,2
11685,288,574,5775,evaluate,1,5
11685,288,574,5776,evaluate,1,5
11685,288,574,5777,understand,1,2
11685,288,574,5778,understand,1,2
11685,288,574,5779,remember,1,1
11685,288,574,5780,understand,1,2
11685,288,574,5781,evaluate,1,5
11685,288,574,5782,evaluate,1,5
11685,288,574,5863,understand,1,2
11686,288,574,5773,remember,1,1
11686,288,574,5774,understand,1,2
11686,288,574,5775,evaluate,0,5
11686,288,574,5776,evaluate,1,5
11686,288,574,5777,understand,1,2
11686,288,574,5778,understand,1,2
11686,288,574,5779,remember,1,1
11686,288,574,5780,understand,0,2
11686,288,574,5781,evaluate,1,5
11686,288,574,5782,evaluate,0,5
11686,288,574,5863,understand,1,2
11686,290,582,6182,evaluate,1,5
11686,290,582,6183,evaluate,1,5
11686,290,582,6184,evaluate,1,5
11686,290,582,6185,evaluate,1,5
11686,290,582,6186,evaluate,1,5
11686,290,582,6187,evaluate,1,5
11686,290,582,6188,evaluate,1,5
11686,290,582,6189,evaluate,1,5
11686,290,582,6190,evaluate,1,5
11686,290,582,6191,evaluate,1,5
11686,290,582,6192,evaluate,0,5
11686,290,582,6193,evaluate,1,5
11686,294,604,6332,evaluate,0,5
11686,294,604,6333,evaluate,0,5
11686,294,604,6334,evaluate,0,5
11686,294,604,6335,evaluate,0,5
11686,294,604,6336,evaluate,0,5
11686,294,604,6338,evaluate,0,5
11686,294,604,6339,apply,1,3
11686,295,610,6377,remember,1,1
11686,295,610,6378,remember,0,1
11686,295,610,6379,remember,1,1
11686,295,610,6380,remember,1,1
11686,295,610,6381,remember,1,1
11686,295,610,6382,remember,0,1
11687,288,574,5773,remember,1,1
11687,288,574,5774,understand,1,2
11687,288,574,5775,evaluate,0,5
11687,288,574,5776,evaluate,0,5
11687,288,574,5777,understand,1,2
11687,288,574,5778,understand,0,2
11687,288,574,5779,remember,0,1
11687,296,616,6422,evaluate,0,5
11687,296,616,6423,evaluate,0,5
11687,296,616,6424,apply,0,3
11687,296,616,6425,evaluate,0,5
11687,296,616,6426,evaluate,0,5
